;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 26/02/2016 17:42:36
;----------------------------------------------

;Address Opcode 	ASM
0x017F	0x29CB      	GOTO       L_end_teclado
;servir.c,247 :: 		case 14: return 48; break; // 0
L_teclado93:
0x0180	0x3030      	MOVLW      48
0x0181	0x00F0      	MOVWF      R0
0x0182	0x29CB      	GOTO       L_end_teclado
;servir.c,248 :: 		case 15: return 35; break; // #
L_teclado94:
0x0183	0x3023      	MOVLW      35
0x0184	0x00F0      	MOVWF      R0
0x0185	0x29CB      	GOTO       L_end_teclado
;servir.c,249 :: 		case 16: return 68; break; // D
L_teclado95:
0x0186	0x3044      	MOVLW      68
0x0187	0x00F0      	MOVWF      R0
0x0188	0x29CB      	GOTO       L_end_teclado
;servir.c,250 :: 		}
L_teclado78:
0x0189	0x1683      	BSF        STATUS, 5
0x018A	0x1303      	BCF        STATUS, 6
0x018B	0x0855      	MOVF       FARG_teclado_kp, 0
0x018C	0x3A01      	XORLW      1
0x018D	0x1903      	BTFSC      STATUS, 2
0x018E	0x2957      	GOTO       L_teclado80
0x018F	0x0855      	MOVF       FARG_teclado_kp, 0
0x0190	0x3A02      	XORLW      2
0x0191	0x1903      	BTFSC      STATUS, 2
0x0192	0x295C      	GOTO       L_teclado81
0x0193	0x0855      	MOVF       FARG_teclado_kp, 0
0x0194	0x3A03      	XORLW      3
0x0195	0x1903      	BTFSC      STATUS, 2
0x0196	0x295F      	GOTO       L_teclado82
0x0197	0x0855      	MOVF       FARG_teclado_kp, 0
0x0198	0x3A04      	XORLW      4
0x0199	0x1903      	BTFSC      STATUS, 2
0x019A	0x2962      	GOTO       L_teclado83
0x019B	0x0855      	MOVF       FARG_teclado_kp, 0
0x019C	0x3A05      	XORLW      5
0x019D	0x1903      	BTFSC      STATUS, 2
0x019E	0x2965      	GOTO       L_teclado84
0x019F	0x0855      	MOVF       FARG_teclado_kp, 0
0x01A0	0x3A06      	XORLW      6
0x01A1	0x1903      	BTFSC      STATUS, 2
0x01A2	0x2968      	GOTO       L_teclado85
0x01A3	0x0855      	MOVF       FARG_teclado_kp, 0
0x01A4	0x3A07      	XORLW      7
0x01A5	0x1903      	BTFSC      STATUS, 2
0x01A6	0x296B      	GOTO       L_teclado86
0x01A7	0x0855      	MOVF       FARG_teclado_kp, 0
0x01A8	0x3A08      	XORLW      8
0x01A9	0x1903      	BTFSC      STATUS, 2
0x01AA	0x296E      	GOTO       L_teclado87
0x01AB	0x0855      	MOVF       FARG_teclado_kp, 0
0x01AC	0x3A09      	XORLW      9
0x01AD	0x1903      	BTFSC      STATUS, 2
0x01AE	0x2971      	GOTO       L_teclado88
0x01AF	0x0855      	MOVF       FARG_teclado_kp, 0
0x01B0	0x3A0A      	XORLW      10
0x01B1	0x1903      	BTFSC      STATUS, 2
0x01B2	0x2974      	GOTO       L_teclado89
0x01B3	0x0855      	MOVF       FARG_teclado_kp, 0
0x01B4	0x3A0B      	XORLW      11
0x01B5	0x1903      	BTFSC      STATUS, 2
0x01B6	0x2977      	GOTO       L_teclado90
0x01B7	0x0855      	MOVF       FARG_teclado_kp, 0
0x01B8	0x3A0C      	XORLW      12
0x01B9	0x1903      	BTFSC      STATUS, 2
0x01BA	0x297A      	GOTO       L_teclado91
0x01BB	0x0855      	MOVF       FARG_teclado_kp, 0
0x01BC	0x3A0D      	XORLW      13
0x01BD	0x1903      	BTFSC      STATUS, 2
0x01BE	0x297D      	GOTO       L_teclado92
0x01BF	0x0855      	MOVF       FARG_teclado_kp, 0
0x01C0	0x3A0E      	XORLW      14
0x01C1	0x1903      	BTFSC      STATUS, 2
0x01C2	0x2980      	GOTO       L_teclado93
0x01C3	0x0855      	MOVF       FARG_teclado_kp, 0
0x01C4	0x3A0F      	XORLW      15
0x01C5	0x1903      	BTFSC      STATUS, 2
0x01C6	0x2983      	GOTO       L_teclado94
0x01C7	0x0855      	MOVF       FARG_teclado_kp, 0
0x01C8	0x3A10      	XORLW      16
0x01C9	0x1903      	BTFSC      STATUS, 2
0x01CA	0x2986      	GOTO       L_teclado95
;servir.c,251 :: 		}
L_end_teclado:
0x01CB	0x0008      	RETURN
; end of _teclado
_Keypad_Key_Click:
;__Lib_Keypad4x4.c,76 :: 		
;__Lib_Keypad4x4.c,80 :: 		
0x01CC	0x20B8      	CALL       _Keypad_Key_Press
0x01CD	0x0870      	MOVF       R0, 0
0x01CE	0x00D5      	MOVWF      Keypad_Key_Click_rslt_L0
;__Lib_Keypad4x4.c,82 :: 		
L_Keypad_Key_Click5:
0x01CF	0x300F      	MOVLW      15
0x01D0	0x1283      	BCF        STATUS, 5
0x01D1	0x0508      	ANDWF      keypadPort, 0
0x01D2	0x00F0      	MOVWF      R0
0x01D3	0x1903      	BTFSC      STATUS, 2
0x01D4	0x29D7      	GOTO       L_Keypad_Key_Click6
;__Lib_Keypad4x4.c,83 :: 		
0x01D5	0x2085      	CALL       _Delay_10us
0x01D6	0x29CF      	GOTO       L_Keypad_Key_Click5
L_Keypad_Key_Click6:
;__Lib_Keypad4x4.c,85 :: 		
0x01D7	0x1683      	BSF        STATUS, 5
0x01D8	0x0855      	MOVF       Keypad_Key_Click_rslt_L0, 0
0x01D9	0x00F0      	MOVWF      R0
;__Lib_Keypad4x4.c,86 :: 		
L_end_Keypad_Key_Click:
0x01DA	0x0008      	RETURN
; end of _Keypad_Key_Click
_Lcd_Chr_CP:
;__Lib_Lcd.c,50 :: 		
;__Lib_Lcd.c,52 :: 		
0x01DB	0x1683      	BSF        STATUS, 5
0x01DC	0x1303      	BCF        STATUS, 6
0x01DD	0x1050      	BCF        __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
;__Lib_Lcd.c,53 :: 		
0x01DE	0x0855      	MOVF       FARG_Lcd_Chr_CP_out_char, 0
0x01DF	0x00D8      	MOVWF      FARG_Lcd_Cmd_out_char
0x01E0	0x20E9      	CALL       _Lcd_Cmd
;__Lib_Lcd.c,54 :: 		
0x01E1	0x1683      	BSF        STATUS, 5
0x01E2	0x1450      	BSF        __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
;__Lib_Lcd.c,55 :: 		
L_end_Lcd_Chr_CP:
0x01E3	0x0008      	RETURN
; end of _Lcd_Chr_CP
_Mul_8x8_U:
;__Lib_Math.c,103 :: 		
;__Lib_Math.c,108 :: 		
0x01E4	0x1283      	BCF        STATUS, 5
;__Lib_Math.c,109 :: 		
0x01E5	0x1303      	BCF        STATUS, 6
;__Lib_Math.c,110 :: 		
0x01E6	0x0870      	MOVF       R0, 0
;__Lib_Math.c,111 :: 		
0x01E7	0x00F1      	MOVWF      R1
;__Lib_Math.c,112 :: 		
0x01E8	0x01F0      	CLRF       R0
;__Lib_Math.c,113 :: 		
0x01E9	0x3008      	MOVLW      8
;__Lib_Math.c,114 :: 		
0x01EA	0x00FC      	MOVWF      R12
;__Lib_Math.c,115 :: 		
0x01EB	0x0871      	MOVF       R1, 0
;__Lib_Math.c,116 :: 		
0x01EC	0x0CF4      	RRF        R4, 1
;__Lib_Math.c,117 :: 		
0x01ED	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.c,118 :: 		
0x01EE	0x29F3      	GOTO       $+5
;__Lib_Math.c,119 :: 		
0x01EF	0x0BFC      	DECFSZ     R12, 1
;__Lib_Math.c,120 :: 		
0x01F0	0x29EC      	GOTO       $-4
;__Lib_Math.c,121 :: 		
0x01F1	0x01F1      	CLRF       R1
;__Lib_Math.c,122 :: 		
0x01F2	0x3400      	RETLW      0
;__Lib_Math.c,123 :: 		
0x01F3	0x1003      	BCF        STATUS, 0
;__Lib_Math.c,124 :: 		
0x01F4	0x29F8      	GOTO       $+4
;__Lib_Math.c,125 :: 		
0x01F5	0x0CF4      	RRF        R4, 1
;__Lib_Math.c,126 :: 		
0x01F6	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.c,127 :: 		
0x01F7	0x07F1      	ADDWF      R1, 1
;__Lib_Math.c,128 :: 		
0x01F8	0x0CF1      	RRF        R1, 1
;__Lib_Math.c,129 :: 		
0x01F9	0x0CF0      	RRF        R0, 1
;__Lib_Math.c,130 :: 		
0x01FA	0x0BFC      	DECFSZ     R12, 1
;__Lib_Math.c,131 :: 		
0x01FB	0x29F5      	GOTO       $-6
;__Lib_Math.c,133 :: 		
;__Lib_Math.c,134 :: 		
L_end_Mul_8x8_U:
0x01FC	0x0008      	RETURN
; end of _Mul_8x8_U
_Lcd_Chr:
;__Lib_Lcd.c,65 :: 		
;__Lib_Lcd.c,66 :: 		
0x01FD	0x2A0F      	GOTO       L_Lcd_Chr4
;__Lib_Lcd.c,67 :: 		
L_Lcd_Chr6:
0x01FE	0x3080      	MOVLW      128
0x01FF	0x1683      	BSF        STATUS, 5
0x0200	0x1303      	BCF        STATUS, 6
0x0201	0x00D5      	MOVWF      FARG_Lcd_Chr_row
0x0202	0x2A22      	GOTO       L_Lcd_Chr5
;__Lib_Lcd.c,68 :: 		
L_Lcd_Chr7:
0x0203	0x30C0      	MOVLW      192
0x0204	0x00D5      	MOVWF      FARG_Lcd_Chr_row
0x0205	0x2A22      	GOTO       L_Lcd_Chr5
;__Lib_Lcd.c,69 :: 		
L_Lcd_Chr8:
0x0206	0x3094      	MOVLW      148
0x0207	0x00D5      	MOVWF      FARG_Lcd_Chr_row
0x0208	0x2A22      	GOTO       L_Lcd_Chr5
;__Lib_Lcd.c,70 :: 		
L_Lcd_Chr9:
0x0209	0x30D4      	MOVLW      212
0x020A	0x00D5      	MOVWF      FARG_Lcd_Chr_row
0x020B	0x2A22      	GOTO       L_Lcd_Chr5
;__Lib_Lcd.c,71 :: 		
L_Lcd_Chr10:
0x020C	0x3080      	MOVLW      128
0x020D	0x00D5      	MOVWF      FARG_Lcd_Chr_row
;__Lib_Lcd.c,72 :: 		
0x020E	0x2A22      	GOTO       L_Lcd_Chr5
L_Lcd_Chr4:
0x020F	0x1683      	BSF        STATUS, 5
0x0210	0x1303      	BCF        STATUS, 6
0x0211	0x0855      	MOVF       FARG_Lcd_Chr_row, 0
0x0212	0x3A01      	XORLW      1
0x0213	0x1903      	BTFSC      STATUS, 2
0x0214	0x29FE      	GOTO       L_Lcd_Chr6
0x0215	0x0855      	MOVF       FARG_Lcd_Chr_row, 0
0x0216	0x3A02      	XORLW      2
0x0217	0x1903      	BTFSC      STATUS, 2
0x0218	0x2A03      	GOTO       L_Lcd_Chr7
0x0219	0x0855      	MOVF       FARG_Lcd_Chr_row, 0
0x021A	0x3A03      	XORLW      3
0x021B	0x1903      	BTFSC      STATUS, 2
0x021C	0x2A06      	GOTO       L_Lcd_Chr8
0x021D	0x0855      	MOVF       FARG_Lcd_Chr_row, 0
0x021E	0x3A04      	XORLW      4
0x021F	0x1903      	BTFSC      STATUS, 2
0x0220	0x2A09      	GOTO       L_Lcd_Chr9
0x0221	0x2A0C      	GOTO       L_Lcd_Chr10
L_Lcd_Chr5:
;__Lib_Lcd.c,74 :: 		
0x0222	0x0356      	DECF       FARG_Lcd_Chr_column, 0
0x0223	0x00F0      	MOVWF      R0
0x0224	0x0855      	MOVF       FARG_Lcd_Chr_row, 0
0x0225	0x07F0      	ADDWF      R0, 1
0x0226	0x0870      	MOVF       R0, 0
0x0227	0x00D5      	MOVWF      FARG_Lcd_Chr_row
;__Lib_Lcd.c,76 :: 		
0x0228	0x1450      	BSF        __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
;__Lib_Lcd.c,77 :: 		
0x0229	0x0870      	MOVF       R0, 0
0x022A	0x00D8      	MOVWF      FARG_Lcd_Cmd_out_char
0x022B	0x20E9      	CALL       _Lcd_Cmd
;__Lib_Lcd.c,79 :: 		
0x022C	0x1683      	BSF        STATUS, 5
0x022D	0x1050      	BCF        __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
;__Lib_Lcd.c,80 :: 		
0x022E	0x0857      	MOVF       FARG_Lcd_Chr_out_char, 0
0x022F	0x00D8      	MOVWF      FARG_Lcd_Cmd_out_char
0x0230	0x20E9      	CALL       _Lcd_Cmd
;__Lib_Lcd.c,81 :: 		
0x0231	0x1683      	BSF        STATUS, 5
0x0232	0x1450      	BSF        __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
;__Lib_Lcd.c,82 :: 		
L_end_Lcd_Chr:
0x0233	0x0008      	RETURN
; end of _Lcd_Chr
_UART1_Read:
;__Lib_UART_c67.c,21 :: 		
;__Lib_UART_c67.c,24 :: 		
0x0234	0x1283      	BCF        STATUS, 5
0x0235	0x1303      	BCF        STATUS, 6
0x0236	0x081A      	MOVF       RCREG, 0
0x0237	0x00F1      	MOVWF      R1
;__Lib_UART_c67.c,25 :: 		
0x0238	0x1C98      	BTFSS      RCSTA, 1
0x0239	0x2A3C      	GOTO       L_UART1_Read2
;__Lib_UART_c67.c,26 :: 		
0x023A	0x1218      	BCF        RCSTA, 4
;__Lib_UART_c67.c,27 :: 		
0x023B	0x1618      	BSF        RCSTA, 4
;__Lib_UART_c67.c,28 :: 		
L_UART1_Read2:
;__Lib_UART_c67.c,29 :: 		
0x023C	0x0871      	MOVF       R1, 0
0x023D	0x00F0      	MOVWF      R0
;__Lib_UART_c67.c,30 :: 		
L_end_UART1_Read:
0x023E	0x0008      	RETURN
; end of _UART1_Read
_delay:
;servir.c,253 :: 		void delay(){
;servir.c,254 :: 		delay_ms(500);
0x023F	0x3006      	MOVLW      6
0x0240	0x1283      	BCF        STATUS, 5
0x0241	0x1303      	BCF        STATUS, 6
0x0242	0x00FB      	MOVWF      R11
0x0243	0x3013      	MOVLW      19
0x0244	0x00FC      	MOVWF      R12
0x0245	0x30AD      	MOVLW      173
0x0246	0x00FD      	MOVWF      R13
L_delay96:
0x0247	0x0BFD      	DECFSZ     R13, 1
0x0248	0x2A47      	GOTO       L_delay96
0x0249	0x0BFC      	DECFSZ     R12, 1
0x024A	0x2A47      	GOTO       L_delay96
0x024B	0x0BFB      	DECFSZ     R11, 1
0x024C	0x2A47      	GOTO       L_delay96
0x024D	0x0000      	NOP
0x024E	0x0000      	NOP
;servir.c,255 :: 		}
L_end_delay:
0x024F	0x0008      	RETURN
; end of _delay
_PWM1_Set_Duty:
;__Lib_PWM_c21.c,40 :: 		
;__Lib_PWM_c21.c,44 :: 		
0x0250	0x1683      	BSF        STATUS, 5
0x0251	0x1303      	BCF        STATUS, 6
0x0252	0x0812      	MOVF       PR2, 0
0x0253	0x3E01      	ADDLW      1
0x0254	0x00F0      	MOVWF      R0
0x0255	0x01F1      	CLRF       R0+1
0x0256	0x1803      	BTFSC      STATUS, 0
0x0257	0x0AF1      	INCF       R0+1, 1
0x0258	0x085E      	MOVF       FARG_PWM1_Set_Duty_new_duty, 0
0x0259	0x00F4      	MOVWF      R4
0x025A	0x01F5      	CLRF       R4+1
0x025B	0x208D      	CALL       _Mul_16x16_U
0x025C	0x3006      	MOVLW      6
0x025D	0x00F2      	MOVWF      R2
0x025E	0x0870      	MOVF       R0, 0
0x025F	0x00F4      	MOVWF      R4
0x0260	0x0871      	MOVF       R0+1, 0
0x0261	0x00F5      	MOVWF      R4+1
0x0262	0x0872      	MOVF       R2, 0
L__PWM1_Set_Duty10:
0x0263	0x1903      	BTFSC      STATUS, 2
0x0264	0x2A6A      	GOTO       L__PWM1_Set_Duty11
0x0265	0x0CF5      	RRF        R4+1, 1
0x0266	0x0CF4      	RRF        R4, 1
0x0267	0x13F5      	BCF        R4+1, 7
0x0268	0x3EFF      	ADDLW      255
0x0269	0x2A63      	GOTO       L__PWM1_Set_Duty10
L__PWM1_Set_Duty11:
;__Lib_PWM_c21.c,45 :: 		
0x026A	0x3004      	MOVLW      4
0x026B	0x00F1      	MOVWF      R1
0x026C	0x0874      	MOVF       R4, 0
0x026D	0x00F0      	MOVWF      R0
0x026E	0x0871      	MOVF       R1, 0
L__PWM1_Set_Duty12:
0x026F	0x1903      	BTFSC      STATUS, 2
0x0270	0x2A75      	GOTO       L__PWM1_Set_Duty13
0x0271	0x0DF0      	RLF        R0, 1
0x0272	0x1070      	BCF        R0, 0
0x0273	0x3EFF      	ADDLW      255
0x0274	0x2A6F      	GOTO       L__PWM1_Set_Duty12
L__PWM1_Set_Duty13:
0x0275	0x3030      	MOVLW      48
0x0276	0x0570      	ANDWF      R0, 0
0x0277	0x00F3      	MOVWF      R3
;__Lib_PWM_c21.c,46 :: 		
0x0278	0x0874      	MOVF       R4, 0
0x0279	0x00F0      	MOVWF      R0
0x027A	0x0875      	MOVF       R4+1, 0
0x027B	0x00F1      	MOVWF      R0+1
0x027C	0x0CF1      	RRF        R0+1, 1
0x027D	0x0CF0      	RRF        R0, 1
0x027E	0x13F1      	BCF        R0+1, 7
0x027F	0x0CF1      	RRF        R0+1, 1
0x0280	0x0CF0      	RRF        R0, 1
0x0281	0x13F1      	BCF        R0+1, 7
0x0282	0x0870      	MOVF       R0, 0
0x0283	0x0095      	MOVWF      CCPR1L
;__Lib_PWM_c21.c,47 :: 		
0x0284	0x300F      	MOVLW      15
0x0285	0x0597      	ANDWF      CCP1CON, 1
;__Lib_PWM_c21.c,48 :: 		
0x0286	0x0873      	MOVF       R3, 0
0x0287	0x0497      	IORWF      CCP1CON, 1
;__Lib_PWM_c21.c,49 :: 		
L_end_PWM1_Set_Duty:
0x0288	0x0008      	RETURN
; end of _PWM1_Set_Duty
_PWM1_Stop:
;__Lib_PWM_c21.c,57 :: 		
;__Lib_PWM_c21.c,58 :: 		
0x0289	0x1683      	BSF        STATUS, 5
0x028A	0x1303      	BCF        STATUS, 6
0x028B	0x1507      	BSF        TRISC2_bit, 2
;__Lib_PWM_c21.c,59 :: 		
0x028C	0x1283      	BCF        STATUS, 5
0x028D	0x1112      	BCF        T2CON, 2
;__Lib_PWM_c21.c,60 :: 		
0x028E	0x30F0      	MOVLW      240
0x028F	0x0597      	ANDWF      CCP1CON, 1
;__Lib_PWM_c21.c,61 :: 		
L_end_PWM1_Stop:
0x0290	0x0008      	RETURN
; end of _PWM1_Stop
_UART1_Data_Ready:
;__Lib_UART_c67.c,16 :: 		
;__Lib_UART_c67.c,17 :: 		
0x0291	0x3000      	MOVLW      0
0x0292	0x1283      	BCF        STATUS, 5
0x0293	0x1303      	BCF        STATUS, 6
0x0294	0x1A8C      	BTFSC      PIR1, 5
0x0295	0x3001      	MOVLW      1
0x0296	0x00F0      	MOVWF      R0
;__Lib_UART_c67.c,18 :: 		
L_end_UART1_Data_Ready:
0x0297	0x0008      	RETURN
; end of _UART1_Data_Ready
_ccalimentah:
;servir.c,78 :: 		unsigned short ccalimentah () {
;servir.c,81 :: 		ccalimentah:
___ccalimentah_ccalimentah:
;servir.c,82 :: 		dig = 0;
0x0298	0x1683      	BSF        STATUS, 5
0x0299	0x1303      	BCF        STATUS, 6
0x029A	0x01D1      	CLRF       ccalimentah_dig_L0
;servir.c,83 :: 		nonumh:
___ccalimentah_nonumh:
;servir.c,86 :: 		do {
L_ccalimentah26:
;servir.c,87 :: 		kp = Keypad_Key_Click();             // Store key code in kp variable
0x029B	0x21CC      	CALL       _Keypad_Key_Click
0x029C	0x0870      	MOVF       R0, 0
0x029D	0x00D3      	MOVWF      ccalimentah_kp_L0
;servir.c,88 :: 		if (UART1_Data_Ready()){
0x029E	0x2291      	CALL       _UART1_Data_Ready
0x029F	0x0870      	MOVF       R0, 0
0x02A0	0x1903      	BTFSC      STATUS, 2
0x02A1	0x2AA7      	GOTO       L_ccalimentah29
;servir.c,89 :: 		kp = UART1_Read();
0x02A2	0x2234      	CALL       _UART1_Read
0x02A3	0x0870      	MOVF       R0, 0
0x02A4	0x1683      	BSF        STATUS, 5
0x02A5	0x00D3      	MOVWF      ccalimentah_kp_L0
;servir.c,90 :: 		goto    bluetooth4;
0x02A6	0x2AB3      	GOTO       ___ccalimentah_bluetooth4
;servir.c,91 :: 		}
L_ccalimentah29:
0x02A7	0x1683      	BSF        STATUS, 5
;servir.c,92 :: 		}while (!kp);
0x02A8	0x0853      	MOVF       ccalimentah_kp_L0, 0
0x02A9	0x1903      	BTFSC      STATUS, 2
0x02AA	0x2A9B      	GOTO       L_ccalimentah26
;servir.c,94 :: 		kp = teclado(kp);
0x02AB	0x0853      	MOVF       ccalimentah_kp_L0, 0
0x02AC	0x00D5      	MOVWF      FARG_teclado_kp
0x02AD	0x2156      	CALL       _teclado
0x02AE	0x1283      	BCF        STATUS, 5
0x02AF	0x1303      	BCF        STATUS, 6
0x02B0	0x0870      	MOVF       R0, 0
0x02B1	0x1683      	BSF        STATUS, 5
0x02B2	0x00D3      	MOVWF      ccalimentah_kp_L0
;servir.c,95 :: 		bluetooth4:
___ccalimentah_bluetooth4:
;servir.c,96 :: 		Lcd_chr(2, 7,kp);
0x02B3	0x3002      	MOVLW      2
0x02B4	0x00D5      	MOVWF      FARG_Lcd_Chr_row
0x02B5	0x3007      	MOVLW      7
0x02B6	0x00D6      	MOVWF      FARG_Lcd_Chr_column
0x02B7	0x0853      	MOVF       ccalimentah_kp_L0, 0
0x02B8	0x00D7      	MOVWF      FARG_Lcd_Chr_out_char
0x02B9	0x21FD      	CALL       _Lcd_Chr
;servir.c,97 :: 		delay();
0x02BA	0x223F      	CALL       _delay
;servir.c,99 :: 		nnumh:
___ccalimentah_nnumh:
;servir.c,100 :: 		if(kp == 'A' || kp== 'B' || kp == 'C' ||kp == 'D'||kp == '#' ||kp == '*'){
0x02BB	0x1683      	BSF        STATUS, 5
0x02BC	0x0853      	MOVF       ccalimentah_kp_L0, 0
0x02BD	0x3A41      	XORLW      65
0x02BE	0x1903      	BTFSC      STATUS, 2
0x02BF	0x2AD5      	GOTO       L__ccalimentah115
0x02C0	0x0853      	MOVF       ccalimentah_kp_L0, 0
0x02C1	0x3A42      	XORLW      66
0x02C2	0x1903      	BTFSC      STATUS, 2
0x02C3	0x2AD5      	GOTO       L__ccalimentah115
0x02C4	0x0853      	MOVF       ccalimentah_kp_L0, 0
0x02C5	0x3A43      	XORLW      67
0x02C6	0x1903      	BTFSC      STATUS, 2
0x02C7	0x2AD5      	GOTO       L__ccalimentah115
0x02C8	0x0853      	MOVF       ccalimentah_kp_L0, 0
0x02C9	0x3A44      	XORLW      68
0x02CA	0x1903      	BTFSC      STATUS, 2
0x02CB	0x2AD5      	GOTO       L__ccalimentah115
0x02CC	0x0853      	MOVF       ccalimentah_kp_L0, 0
0x02CD	0x3A23      	XORLW      35
0x02CE	0x1903      	BTFSC      STATUS, 2
0x02CF	0x2AD5      	GOTO       L__ccalimentah115
0x02D0	0x0853      	MOVF       ccalimentah_kp_L0, 0
0x02D1	0x3A2A      	XORLW      42
0x02D2	0x1903      	BTFSC      STATUS, 2
0x02D3	0x2AD5      	GOTO       L__ccalimentah115
0x02D4	0x2AFA      	GOTO       L_ccalimentah32
L__ccalimentah115:
;servir.c,102 :: 		Lcd_chr(1, 1,'n');  Lcd_chr(1, 2,'o'); Lcd_chr(1, 4,'n'); Lcd_chr(1, 5,'u'); Lcd_chr(1, 6,'m');
0x02D5	0x3001      	MOVLW      1
0x02D6	0x00D5      	MOVWF      FARG_Lcd_Chr_row
0x02D7	0x3001      	MOVLW      1
0x02D8	0x00D6      	MOVWF      FARG_Lcd_Chr_column
0x02D9	0x306E      	MOVLW      110
0x02DA	0x00D7      	MOVWF      FARG_Lcd_Chr_out_char
0x02DB	0x21FD      	CALL       _Lcd_Chr
0x02DC	0x3001      	MOVLW      1
0x02DD	0x00D5      	MOVWF      FARG_Lcd_Chr_row
0x02DE	0x3002      	MOVLW      2
0x02DF	0x00D6      	MOVWF      FARG_Lcd_Chr_column
0x02E0	0x306F      	MOVLW      111
0x02E1	0x00D7      	MOVWF      FARG_Lcd_Chr_out_char
0x02E2	0x21FD      	CALL       _Lcd_Chr
0x02E3	0x3001      	MOVLW      1
0x02E4	0x00D5      	MOVWF      FARG_Lcd_Chr_row
0x02E5	0x3004      	MOVLW      4
0x02E6	0x00D6      	MOVWF      FARG_Lcd_Chr_column
0x02E7	0x306E      	MOVLW      110
0x02E8	0x00D7      	MOVWF      FARG_Lcd_Chr_out_char
0x02E9	0x21FD      	CALL       _Lcd_Chr
0x02EA	0x3001      	MOVLW      1
0x02EB	0x00D5      	MOVWF      FARG_Lcd_Chr_row
0x02EC	0x3005      	MOVLW      5
0x02ED	0x00D6      	MOVWF      FARG_Lcd_Chr_column
0x02EE	0x3075      	MOVLW      117
0x02EF	0x00D7      	MOVWF      FARG_Lcd_Chr_out_char
0x02F0	0x21FD      	CALL       _Lcd_Chr
0x02F1	0x3001      	MOVLW      1
0x02F2	0x00D5      	MOVWF      FARG_Lcd_Chr_row
0x02F3	0x3006      	MOVLW      6
0x02F4	0x00D6      	MOVWF      FARG_Lcd_Chr_column
0x02F5	0x306D      	MOVLW      109
0x02F6	0x00D7      	MOVWF      FARG_Lcd_Chr_out_char
0x02F7	0x21FD      	CALL       _Lcd_Chr
;servir.c,103 :: 		delay();
0x02F8	0x223F      	CALL       _delay
;servir.c,104 :: 		goto nonumh;
0x02F9	0x2A9B      	GOTO       ___ccalimentah_nonumh
;servir.c,105 :: 		}
L_ccalimentah32:
;servir.c,107 :: 		dig++;
0x02FA	0x1683      	BSF        STATUS, 5
0x02FB	0x0AD1      	INCF       ccalimentah_dig_L0, 1
;servir.c,109 :: 		if(dig == 1 && (kp-48) <= 2 ){
0x02FC	0x0851      	MOVF       ccalimentah_dig_L0, 0
0x02FD	0x3A01      	XORLW      1
0x02FE	0x1D03      	BTFSS      STATUS, 2
0x02FF	0x2B51      	GOTO       L_ccalimentah36
0x0300	0x3030      	MOVLW      48
0x0301	0x0253      	SUBWF      ccalimentah_kp_L0, 0
0x0302	0x00F1      	MOVWF      R1
0x0303	0x01F2      	CLRF       R1+1
0x0304	0x1C03      	BTFSS      STATUS, 0
0x0305	0x03F2      	DECF       R1+1, 1
0x0306	0x3080      	MOVLW      128
0x0307	0x00F0      	MOVWF      R0
0x0308	0x3080      	MOVLW      128
0x0309	0x0672      	XORWF      R1+1, 0
0x030A	0x0270      	SUBWF      R0, 0
0x030B	0x1D03      	BTFSS      STATUS, 2
0x030C	0x2B0F      	GOTO       L__ccalimentah123
0x030D	0x0871      	MOVF       R1, 0
0x030E	0x3C02      	SUBLW      2
L__ccalimentah123:
0x030F	0x1C03      	BTFSS      STATUS, 0
0x0310	0x2B51      	GOTO       L_ccalimentah36
L__ccalimentah114:
;servir.c,110 :: 		hora = kp-48;
0x0311	0x3030      	MOVLW      48
0x0312	0x0253      	SUBWF      ccalimentah_kp_L0, 0
0x0313	0x00D2      	MOVWF      ccalimentah_hora_L0
;servir.c,111 :: 		Lcd_Chr(2, 7, kp);
0x0314	0x3002      	MOVLW      2
0x0315	0x00D5      	MOVWF      FARG_Lcd_Chr_row
0x0316	0x3007      	MOVLW      7
0x0317	0x00D6      	MOVWF      FARG_Lcd_Chr_column
0x0318	0x0853      	MOVF       ccalimentah_kp_L0, 0
0x0319	0x00D7      	MOVWF      FARG_Lcd_Chr_out_char
0x031A	0x21FD      	CALL       _Lcd_Chr
;servir.c,114 :: 		do {
L_ccalimentah37:
;servir.c,115 :: 		kp = Keypad_Key_Click();             // Store key code in kp variable
0x031B	0x21CC      	CALL       _Keypad_Key_Click
0x031C	0x0870      	MOVF       R0, 0
0x031D	0x00D3      	MOVWF      ccalimentah_kp_L0
;servir.c,116 :: 		if (UART1_Data_Ready()){
0x031E	0x2291      	CALL       _UART1_Data_Ready
0x031F	0x0870      	MOVF       R0, 0
0x0320	0x1903      	BTFSC      STATUS, 2
0x0321	0x2B27      	GOTO       L_ccalimentah40
;servir.c,117 :: 		kp = UART1_Read();
0x0322	0x2234      	CALL       _UART1_Read
0x0323	0x0870      	MOVF       R0, 0
